"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"147","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","281","Local variable 'replyMessage' could be declared final","Optimization","LocalVariableCouldBeFinal"
"148","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","282","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"149","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","284","Local variable 'taxReply' could be declared final","Optimization","LocalVariableCouldBeFinal"
"150","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","285","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"151","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","286","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"152","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","287","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"153","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","288","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"154","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","289","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"155","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","292","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"156","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","293","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"157","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","294","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"158","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","295","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"159","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","296","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"160","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","297","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"161","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","298","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"162","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","5","299","Found 'DD'-anomaly for variable 'taxReplyItems' (lines '299'-'299').","Controversial","DataflowAnomalyAnalysis"
"163","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","301","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"164","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","302","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"165","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","304","Local variable 'cyberSourceStatus' could be declared final","Optimization","LocalVariableCouldBeFinal"
"166","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","324","Parameter 'catalogTools' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"167","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","328","Comment is too large: Too many lines","Comments","CommentSize"
"168","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBCyberSourceTax.java","3","332","Comment is too large: Line too long","Comments","CommentSize"
"169","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","30","Comment is too large: Too many lines","Comments","CommentSize"
"170","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","49","Parameter 'pShippingGroup' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"171","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","50","Parameter 'pOrderPrice' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"172","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","50","Parameter 'pTaxPriceInfo' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"173","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","51","Parameter 'pShippingSubtotal' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"174","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","51","Parameter 'pStatus' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"175","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","56","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"176","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","56","Found 'DD'-anomaly for variable 'itemTaxPriceInfo' (lines '56'-'91').","Controversial","DataflowAnomalyAnalysis"
"177","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","56","Found 'DD'-anomaly for variable 'itemTaxPriceInfo' (lines '56'-'98').","Controversial","DataflowAnomalyAnalysis"
"178","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","56","Found 'DU'-anomaly for variable 'itemTaxPriceInfo' (lines '56'-'102').","Controversial","DataflowAnomalyAnalysis"
"179","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","57","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"180","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","57","Found 'DD'-anomaly for variable 'taxReplyItem' (lines '57'-'92').","Controversial","DataflowAnomalyAnalysis"
"181","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","57","Found 'DD'-anomaly for variable 'taxReplyItem' (lines '57'-'97').","Controversial","DataflowAnomalyAnalysis"
"182","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","57","Found 'DU'-anomaly for variable 'taxReplyItem' (lines '57'-'102').","Controversial","DataflowAnomalyAnalysis"
"183","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","62","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"184","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","68","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"185","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","70","Local variable 'relationships' could be declared final","Optimization","LocalVariableCouldBeFinal"
"186","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","72","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"187","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","72","Found 'DU'-anomaly for variable 'taxStatus' (lines '72'-'102').","Controversial","DataflowAnomalyAnalysis"
"188","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","72","Local variable 'taxStatus' could be declared final","Optimization","LocalVariableCouldBeFinal"
"189","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","74","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"190","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","74","Found 'DU'-anomaly for variable 'itemTaxMap' (lines '74'-'102').","Controversial","DataflowAnomalyAnalysis"
"191","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","74","If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation","Controversial","UseConcurrentHashMap"
"192","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","74","Local variable 'itemTaxMap' could be declared final","Optimization","LocalVariableCouldBeFinal"
"193","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","80","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"194","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","80","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design","UseCollectionIsEmpty"
"195","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","84","Local variable 'taxReply' could be declared final","Optimization","LocalVariableCouldBeFinal"
"196","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","84","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"197","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","84","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"198","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","85","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"199","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","86","Local variable 'sgcir' could be declared final","Optimization","LocalVariableCouldBeFinal"
"200","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","86","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"201","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","88","Local variable 'commerceItemId' could be declared final","Optimization","LocalVariableCouldBeFinal"
"202","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","88","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"203","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","88","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"204","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","91","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"205","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","91","Found 'DD'-anomaly for variable 'itemTaxPriceInfo' (lines '91'-'93').","Controversial","DataflowAnomalyAnalysis"
"206","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","92","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"207","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","94","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"208","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"209","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","97","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"210","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","97","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"211","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","97","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"212","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","5","98","Found 'DD'-anomaly for variable 'itemTaxPriceInfo' (lines '98'-'99').","Controversial","DataflowAnomalyAnalysis"
"213","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","100","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"214","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","104","Parameter 'itemTaxPriceInfo' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"215","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","104","Parameter 'taxReplyItem' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"216","com.bbb.ecommerce.pricing","src/com/bbb/ecommerce/pricing/BBBTaxProcessorTaxCalculator.java","3","114","Parameter 'pTRI' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"217","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/BBBCreditCardStatus.java","3","14","Avoid modifiers which are implied by the context","Unused Code","UnusedModifier"
"218","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/BBBCreditCardStatus.java","3","16","Avoid modifiers which are implied by the context","Unused Code","UnusedModifier"
"219","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/BBBCreditCardStatus.java","3","18","Avoid modifiers which are implied by the context","Unused Code","UnusedModifier"
"220","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/BBBCreditCardStatus.java","3","20","Avoid excessively long variable names like pAuthResposeRecord","Naming","LongVariable"
"221","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/BBBCreditCardStatus.java","3","20","Avoid modifiers which are implied by the context","Unused Code","UnusedModifier"
"222","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","25","Avoid excessively long variable names like mAuthorizationCode","Naming","LongVariable"
"223","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","25","Avoid using redundant field initializer for 'mAuthorizationCode'","Optimization","RedundantFieldInitializer"
"224","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"225","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","30","Avoid excessively long variable names like mAuthResponseRecord","Naming","LongVariable"
"226","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","30","Avoid using redundant field initializer for 'mAuthResponseRecord'","Optimization","RedundantFieldInitializer"
"227","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","30","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"228","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","39","Parameter 'pReply' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"229","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","39","Parameter 'pTotalAmount' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"230","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","42","Local variable 'ccReply' could be declared final","Optimization","LocalVariableCouldBeFinal"
"231","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","52","Parameter 'pReply' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"232","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","76","Avoid excessively long variable names like pAuthorizationCode","Naming","LongVariable"
"233","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","76","Parameter 'pAuthorizationCode' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"234","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","98","Avoid excessively long variable names like pAuthResposeRecord","Naming","LongVariable"
"235","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CreditCardStatus.java","3","98","Parameter 'pAuthResposeRecord' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"236","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CyberSourceVO.java","3","20","Parameter 'creditCardParams' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"237","com.bbb.integration.cybersource.creditcard","src/com/bbb/integration/cybersource/creditcard/CyberSourceVO.java","3","34","Parameter 'amount' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"238","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","29","A method/constructor shouldnt explicitly throw java.lang.Exception","Strict Exceptions","SignatureDeclareThrowsException"
"239","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","5","29","Found 'UR'-anomaly for variable 'paymentGroup' (lines '29'-'36').","Controversial","DataflowAnomalyAnalysis"
"240","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","29","Parameter 'pParams' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"241","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","29","Parameter 'pResult' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"242","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","5","32","Found 'DD'-anomaly for variable 'creditCard' (lines '32'-'37').","Controversial","DataflowAnomalyAnalysis"
"243","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","5","32","Found 'DU'-anomaly for variable 'creditCard' (lines '32'-'57').","Controversial","DataflowAnomalyAnalysis"
"244","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","33","Local variable 'request' could be declared final","Optimization","LocalVariableCouldBeFinal"
"245","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","34","Local variable 'card' could be declared final","Optimization","LocalVariableCouldBeFinal"
"246","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","34","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"247","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","35","Local variable 'paymentGroup' could be declared final","Optimization","LocalVariableCouldBeFinal"
"248","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","35","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"249","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","35","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"250","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","38","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"251","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","39","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"252","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","39","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"253","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","44","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"254","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","47","Local variable 'configMap' could be declared final","Optimization","LocalVariableCouldBeFinal"
"255","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","5","48","Found 'DD'-anomaly for variable 'onlineOrderPrefix' (lines '48'-'52').","Controversial","DataflowAnomalyAnalysis"
"256","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","49","Local variable 'orderId' could be declared final","Optimization","LocalVariableCouldBeFinal"
"257","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","49","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"258","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","49","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"259","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","50","Local variable 'siteId' could be declared final","Optimization","LocalVariableCouldBeFinal"
"260","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","51","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"261","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","52","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"262","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","52","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"263","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","52","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"264","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","52","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"265","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","52","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"266","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","54","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"267","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","54","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"268","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","59","Avoid excessively long variable names like mOnlineOrderPrefixKey","Naming","LongVariable"
"269","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","59","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"270","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","60","Avoid excessively long variable names like mCartAndCheckOutConfigType","Naming","LongVariable"
"271","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","60","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"272","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","71","Avoid excessively long variable names like pOnlineOrderPrefixKey","Naming","LongVariable"
"273","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","71","Parameter 'pOnlineOrderPrefixKey' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"274","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","83","Avoid excessively long variable names like pCartAndCheckOutConfigType","Naming","LongVariable"
"275","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcAddCreditCardInfo.java","3","83","Parameter 'pCartAndCheckOutConfigType' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"276","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","33","The class 'BBBProcSendRequest' has a Cyclomatic Complexity of 8 (Highest = 24).","Code Size","CyclomaticComplexity"
"277","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","35","Avoid excessively long variable names like CYBERSOURCE_AVS_FAIL","Naming","LongVariable"
"278","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","36","Avoid excessively long variable names like CYBERSOURCE_INVALID_CVV","Naming","LongVariable"
"279","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","37","Avoid excessively long variable names like CART_AND_CHECKOUT_KEYS","Naming","LongVariable"
"280","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","40","Avoid using redundant field initializer for 'mCatalogTools'","Optimization","RedundantFieldInitializer"
"281","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","40","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"282","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","41","Avoid using redundant field initializer for 'mTestEnvironment'","Optimization","RedundantFieldInitializer"
"283","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","41","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"284","com.bbb.integration.cybersource.processor","src/com/bbb/integration/cybersource/processor/BBBProcSendRequest.java","3","47","Avoid really long methods.","Code Size","ExcessiveMethodLength"
